pos,label
a-s---fn- d-------- d-------- l-s---fn- n-s---fn- a-s---fn- p-s---fn- v3spie--- v--anm--- u--------,h
l-s---mn- d-------- d-------- n-s---nn- r-------- a-s---fg- l-s---fg- n-s---fg- l-s---ma- n-s---ma- v3siie--- u-------- v-sppama- d-------- l-s---mg- n-s---mg- l-s---mg- p-s---ng- n-s---na- n-s---mg- c-------- l-s---fa- n-p---mg- n-s---fa- u--------,h
v3spie--- d-------- d-------- n-s---mn- l-s---mn- a-s---mn- d-------- n-p---nd- d-------- v-srpemn- r-------- n-s---mg- c-------- n-p---nd- u-------- c-------- d-------- d-------- n-s---na- r-------- l-s---mg- n-s---mg- n-s---mg- d-------- v3spie--- l-s---mg- r-------- n-p---nn- v-sppamg- u-------- p-s---mg- a-s---mg- v2spma--- n-s---mn- c-------- a-s---mg- a-s---mg- n-s---mg- u--------,h
a-s---mg- d-------- l-s---mg- n-s---mg- l-s---mg- n-s---ng- v-srpemg- a-p---fn- d-------- n-p---fn- a-p---mn- a-p---fn- v-pppafn- r-------- n-p---nd- a-p---nd- v3ppie--- u-------- d-------- d-------- v3sasa--- d-------- u--------,h
c-------- d-------- l-s---mn- n-s---mn- v-sppemn- r-------- l-s---fa- n-s---fa- v3siie--- r-------- n-s---md- n-s---md- u-------- p-s---mg- l-p---fn- d-------- n-p---fn- r-------- n-p---md- n-p---nd- u-------- v3spia--- d-------- r-------- n-p---mg- u-------- v3spia--- d-------- r-------- a-s---ma- n-s---ma- n-s---ma- u-------- l-s---mn- c-------- r-------- n-s---fa- n-s---fa- v-sppamn- r-------- l-s---fa- n-s---fa- n-s---fa- v3spia--- u-------- a-s---ma- d-------- l-s---ma- n-s---ma- n-s---ma- c-------- v--pna--- v3siie--- l-s---mn- n-s---mn- v-sppama- a-s---ma- u-------- d-------- p-s---md- l-p---mg- p-s---mn- a-p---mg- n-p---mg- l-p---mg- n-p---fg- r-------- n-s---fg- v-sapamn- r-------- l-s---ma- n-s---ma- v--pna--- v3siie--- u-------- l-s---mn- c-------- p3s---ma- v-sapamn- a-s---ma- v3slia--- v-sppamn- u--------,h
d-------- d-------- d-------- v3siia--- l-s---md- n-s---md- l-s---mn- n-s---mn- p-s---na- v-sapamd- u-------- c-------- p-s---md- v3saia--- d-------- d-------- p3s---ma- a-p---nn- v--fna--- c-------- l-s---ng- a-s---ng- d-------- n-p---fa- p3s---ma- d-------- l-s---na- n-s---na- d-------- v-pppafa- v--fnm--- u--------,h
r-------- d-------- l-s---fa- n-s---fa- v-sapamn- l-s---fa- r-------- n-s---fa- n-s---fa- v2spma--- l-s---fa- n-s---fa- d-------- u-------- v-sapamn- d-------- v3saia--- a-p---ma- v-sapamn- n-p---fa- m-------- c-------- m-------- r-------- a-s---na- l-s---na- n-s---na- l-s---mg- n-s---mg- v-prpefa- a-s---ma- n-s---ma- u-------- v-sapamn- c-------- l-s---ma- n-s---ma- v--pna--- v3siia--- u--------,h
c-------- d-------- n-s---mg- a-s---mg- v-sppemg- v3siie--- d-------- l-s---nn- n-s---nn- u-------- d-------- c-------- l-s---fa- a-s---fa- a-s---fa- d-------- d-------- v3paia--- v-pppemn- u--------,h
c-------- d-------- l-s---ma- n-s---ma- n-s---ma- v3saim--- n-s---mn- r-------- a-p---fa- c-------- m-------- n-p---fa- p3s---ma- v-sapamn- u-------- c-------- l-s---na- a-s---na- n-s---na- v3siia--- u-------- d-------- d-------- v3saia--- r-------- l-s---fa- n-s---fa- u--------,h
l-p---mn- d-------- n-p---mn- v-papmmn- v3piia--- p-s---ma- u--------,h
c-------- d-------- v3saim--- v-sppamn- d-------- l-s---fg- n-s---fg- u-------- v3paia--- d-------- l-p---mn- n-p---mn- c-------- v-papemn- l-s---fd- n-s---fd- v3paip--- r-------- l-s---na- n-s---na- u--------,h
c-------- d-------- v-pppemn- d-------- a-s---na- l-s---ma- n-s---ma- d-------- v-sppama- u-------- c-------- v-pppamn- p-s---ma- a-s---nd- n-s---nd- d-------- v-sppama- u-------- v3paim--- n-p---na- n-p---ng- d-------- a-p---ng- u--------,h
d-------- p-p---mn- d-------- n-s---ma- v3piia--- l-s---fg- n-s---fg- a-s---ma- u-------- n-s---mn- c-------- n-p---fd- v3siie--- u-------- c-------- n-s---mg- d-------- v-sppemg- a-s---mg- a-s---mg- c-------- p-s---na- l-p---ng- n-p---ng- v-pppeng- u--------,h
d-------- d-------- d-------- p-s---mn- p-s---md- v-sppamd- v3saim--- u-------- c-------- d-------- p-s---mn- v3saia--- p-s---nn- a-s---nn- p-s---md- v3siia--- u-------- v3siia--- d-------- p-s---ma- u--------,h
v-sapamn- l-s---fa- n-s---fa- a-s---fa- r-------- n-s---fg- l-s---mg- n-s---mg- u-------- d-------- r-------- l-s---fa- n-s---fa- v3spia--- u-------- c-------- d-------- d-------- l-s---fg- n-s---fg- v-sapamn- a-p---ma- u-------- d-------- v3spia--- r-------- l-s---fg- n-s---fg- l-s---mn- n-s---mn- u-------- v3saia--- l-s---md- n-s---md- u-------- c-------- a-s---na- l-s---na- n-s---na- v3pase--- v-sapmna- u-------- v--pna--- d-------- r-------- l-s---fa- n-s---fa- u--------,h
d-------- d-------- d-------- v-sapamn- c-------- r-------- p-p---na- v-sapamn- v3saia--- p-s---mn- r-------- l-s---nd- a-s---nd- l-s---mg- n-s---mg- u--------,h
v-sapmmn- d-------- r-------- l-s---fa- n-s---fa- u-------- p-p---na- d-------- l-s---fn- l-p---mg- n-p---mg- n-s---fn- v3saia--- r-------- d-------- l-s---ma- n-s---ma- c-------- r-------- l-s---fa- n-s---fa- u-------- v3siia--- d-------- l-s---mn- n-s---mn- a-p---na- p-p---na- u--------,h
l-s---ma- d-------- n-s---ma- n-s---fd- v-sapamn- r-------- l-s---fa- n-s---fa- v-sppafa- n-s---na- u-------- l-s---na- a-s---na- n-s---na- a-s---na- v--pna--- v3saia--- u-------- v-sapamg- l-s---mg- n-s---mg- u--------,h
v-sapmng- d-------- p-s---ng- a-s---ng- u-------- l-p---mn- n-p---mn- p-p---mn- d-------- v3plie--- r-------- a-s---md- p-s---md- r-------- l-s---na- n-s---na- l-s---m-- n-s---mg- n-s---mg- v-srpamg- n-s---md- c-------- r-------- a-s---ma- n-s---ma- d-------- d-------- u-------- r-------- p-s---na- v3piia--- r-------- l-s---fa- n-s---fa- u--------,h
c-------- d-------- d-------- v3paim--- c-------- v3paia--- l-p---mn- n-p---mn- l-s---na- r-------- l-s---mg- n-s---mg- v-sppena- u-------- l-p---mn- d-------- d-------- v-papamn- l-p---ma- n-p---ma- v--ana--- r-------- l-s---fa- n-s---fa- v3paia--- d-------- a-p---na- u--------,h
v-papamn- d-------- d-------- a-p---fa- l-p---fa- r-------- l-s---ma- n-s---ma- n-p---fa- v-pppafa- c-------- p-p---mn- r-------- l-p---fa- n-p---fa- v-papamn- l-p---fa- r-------- l-p---na- n-p---na- l-s---mg- n-s---mg- v-prpefa- u-------- v3paia--- d-------- p-p---ma- c-------- r-------- n-s---fd- u--------,h
d-------- d-------- r-------- a-s---ng- p-p---md- v3paia--- l-p---mn- n-p---mn- u--------,h
r-------- d-------- n-s---ng- l-s---fg- n-s---fg- u-------- c-------- v3spie--- r-------- l-p---mg- d-------- v-prpemg- u-------- l-p---mg- r-------- l-p---na- a-p---na- l-s---fg- n-s---fg- v-prpamg- l-p---ma- l-s---na- a-s---na- v-pppama- l-p---mg- n-p---mg- d-------- v--pna--- v-prpama- u-------- c-------- v--ana--- d-------- p-p---md- v-sppafa- n-s---fa- u-------- v--pna--- d-------- a-s---ma- l-s---ma- n-s---ma- c-------- r-------- n-p---fd- v--pna--- u-------- r-------- p-s---na- d-------- d-------- l-s---na- d-------- v3piip--- u--------,h
d-------- n-s---fn- d-------- d-------- d-------- a-s---na- v3slie--- u--------,h
l-s---fa- d-------- n-s---fa- l-p---mg- n-p---mg- a-p---nd- d-------- d-------- p-p---nd- v1sfia--- a-s---fn- p-s---fn- v3spia--- u-------- r-------- c-------- d-------- d-------- p-s---nd- u--------,h
n-s---md- l-s---md- a-s---md- r-------- n-s---fa- p-s---mg- d-------- c-------- l-s---fg- n-s---fg- v3srie--- u-------- r-------- l-s---mg- n-s---mg- u-------- n-s---fn- a-s---fn- a-s---fg- v3spia--- u--------,h
x-------- d-------- n-p---mg- v-pppamg- r-------- l-s---ma- n-s---ma- l-p---ma- n-p---ma- n-p---ma- v3spia--- p3s---ma- l-s---fn- a-s---fn- n-s---fn- u-------- l-p---ma- c-------- m-------- l-p---mg- n-p---mg- l-s---fn- a-s---fn- a-s---fn- n-s---fn- u--------,h
d-------- a-s---fn- l-s---fn- a-s---fn- n-s---fn- l-s---fd- n-s---fd- l-s---fg- a-s---fg- n-s---fg- u--------,h
d-------- l-s---fn- n-s---fn- l-s---fg- n-s---fg- a-s---fg- u-------- p-s---fa- l-p---mn- n-p---mn- n-s---fa- v3ppia--- u-------- v3spia--- a-p---fg- l-p---fg- n-p---fg- a-s---na- a-s---na- a-s---fn- u-------- d-------- n-s---md- l-s---md- n-s---mg- r-------- n-s---mg- v-sppamd- l-s---ma- n-s---ma- a-s---ma- n-s---ng- d-------- v3siia--- a-s---fg- n-s---fg- n-s---fn- a-s---fn- u--------,h
l-s---fn- d-------- n-s---fn- u-------- n-s---nn- v-sppann- a-s---ma- u-------- v2spie--- n-s---mg- a-s---mg- a-s---mvc n-p---fd- m-p---md- a-p---fd- u-------- n-p---mn- c-------- l-p---mn- p-s---mg- v3piia--- a-s---fd- u-------- r-------- l-p---mg- a-p---mg- u-------- l-p---mn- d-------- v-pppamn- l-p---fa- a-p---fa- a-p---mn- u-------- l-p---fn- c-------- v-pppefn- a-p---fn- c-------- a-s---fd- u--------,h
v3siia--- d-------- a-s---mn- l-p---fg- n-p---fg- a-p---fg- m-------- n-p---fa- u--------,h
n-p---mg- d-------- a-p---mg- a-s---nn- d-------- a-s---nn- n-s---nn- v3siie--- c-------- n-p---fn- l-p---mg- r-------- l-s---nd- n-s---nd- n-p---fn- a-s---fd- u-------- l-p---ng- p-p---ng- v-pppafn- a-p---nn- u-------- l-p---md- n-p---md- v3plie--- n-p---na- v--pna--- u--------,h
p-p---nn- d-------- l-s---md- v-sppamd- l-s---fg- n-s---fg- v3sria--- v-pppann- u--------,h
l-s---fn- d-------- n-s---fn- l-p---mg- n-p---mg- v3spie--- d-------- a-s---nd- u-------- c-------- l-s---nn- v-sppann- l-s---fa- n-s---fa- l-s---mg- n-s---mg- v3spia--- p-s---nn- u--------,h
v-sppena- d-------- r-------- l-s---mg- n-s---mg- v3spie--- d-------- l-s---na- n-s---na- c-------- v3spie--- l-s---mn- n-s---mn- u-------- d-------- c-------- d-------- r-------- n-s---fd- a-s---mg- l-s---mg- n-s---mg- v-sppamg- r-------- l-p---fa- n-p---fa- u-------- c-------- n-p---fd- d-------- c-------- n-p---nd- v-sppemn- u--------,h
l-s---fn- d-------- a-s---fn- n-s---fn- a-s---fn- u-------- c-------- d-------- l-s---fn- a-s---fn- u-------- v3srie--- r-------- n-p---fa- u--------,h
d-------- l-s---fn- a-s---fn- l-p---fg- n-p---fg- v3spia--- a-s---fn- u-------- r-------- n-s---ma- v-srpefn- l-s---ma- a-s---ma- u-------- v3spia--- c-------- r-------- a-s---ma- n-s---ma- r-------- l-s---mg- n-s---mg- u-------- r-------- l-s---ma- n-s---ma- u-------- r-------- p-s---ma- n-s---mn- n-s---fn- v3slie--- u--------,h
v3spia--- d-------- n-p---fg- p-s---fn- a-p---fg- a-s---nd- a-s---fn- p-p---ng- p-p---mn- v1pria--- n-s---fg- n-s---ma- v--pna--- u--------,h
l-p---na- d-------- d-------- a-p---na- n-p---na- d-------- v3spie--- n-s---fa- v--pna--- u-------- d-------- n-s---fa- d-------- n-s---fa- c-------- n-s---fa- u--------,h
l-s---ma- d-------- l-s---fg- n-s---fg- n-s---ma- d-------- a-s---fn- v--pna--- v3spia--- c-------- r-------- a-p---na- d-------- l-s---na- d-------- v3spia--- u-------- c-------- c-------- a-p---na- p-s---fn- p-s---fg- v3sasa--- u-------- r-------- a-p---na- v3spia--- u--------,h
l-p---nn- d-------- n-p---nn- d-------- l-p---mg- d-------- n-p---mg- c-------- l-p---fg- n-p---fg- l-s---nn- n-s---nn- v3spie--- n-p---mg- d-------- n-p---mg- u--------,h
r-------- d-------- n-s---mg- c-------- n-s---ng- a-s---nn- a-s---na- n-s---nn- n-s---na- v3spie--- u-------- v-sppemn- n-s---fa- d-------- v1sfim--- u-------- d-------- v-srpamn- c-------- l-p---md- d-------- v-prpemd- r-------- l-s---fa- a-s---fa- n-s---fa- d-------- l-p---nn- v-prpenn- n-p---mg- v-pppenn- r-------- n-s---fa- a-s---fa- v3srie--- u--------,h
v3ppse--- d-------- p-s---na- n-s---nd- c-------- r-------- l-p---ng- n-p---ng- v-pppamn- u--------,h
v3ppia--- d-------- p-p---md- n-p---mn- v-prpamn- r-------- a-s---na- l-s---na- n-s---na- u-------- l-p---mn- a-p---mn- p-p---mg- a-p---mn- u-------- r-------- p-p---mg- d-------- n-p---nn- d-------- n-s---nn- c-------- n-s---nn- v3ppie--- u--------,h
l-p---ma- n-p---fg- n-s---ma- v3ppia--- l-p---na- d-------- p-p---na- c-------- n-p---mg- p-p---ma- n-p---ma- n-p---mn- v3ppia--- u-------- p-p---mg- l-s---ma- n-s---ma- v3ppia--- l-p---fd- a-p---md- l-s---ma- n-p---mg- u-------- c-------- v3spsa--- d-------- p-p---md- l-s---mn- n-s---mn- l-s---fa- n-s---fa- v-sppamn- c-------- d-------- v3spsa--- l-s---mn- n-s---mn- l-s---mg- n-s---mg- u--------,h
n-p---ma- d-------- d-------- v3ppia--- r-------- l-s---md- n-s---md- l-p---mn- n-p---mn- c-------- d-------- d-------- l-p---mn- n-p---mn- u--------,h
a-s---nn- d-------- a-p---ng- n-s---nn- a-s---nn- p1s---md- v3spia--- l-p---ng- d-------- r-------- d-------- a-s---fa- l-s---fa- n-s---fa- u-------- v1spie--- v-sfpamn- u--------,h
l-p---nn- n-p---nn- p-p---md- v3spia--- l-p---nn- r-------- l-s---ma- n-s---ma- v-pppenn- r-------- l-s---fa- n-s---fa- u-------- v-pppann- a-p---nn- u-------- a-p---nn- a-p---nn- u--------,h
c-------- d-------- r-------- l-p---md- n-p---nd- l-p---md- d-------- n-p---mg- v-prpemd- n-p---ma- n-s---fg- v-papmmn- v3pasm--- u-------- v3paia--- p-p---md- n-p---fa- n-p---fa- d-------- n-s---ng- n-s---ma- u-------- d-------- n-s---fa- v-pppamn- c-------- n-s---fa- v-pppamn- u-------- c-------- n-s---fg- n-s---ma- a-p---na- v-papamn- c-------- n-s---fg- v-papamn- a-s---na- l-s---na- n-s---na- p-s---na- v3ppia--- r-------- l-s---ma- n-s---ma- v--pne--- u-------- n-p---ng- v-papamn- u--------,h
d-------- d-------- n-p---ma- a-p---ma- v3ppia--- n-s---ng- a-p---mnc u--------,h
v3spie--- d-------- r-------- d-------- m-------- n-p---ng- c-------- m-------- n-p---mg- a-p---mg- v-prpamg- u-------- c-------- l-s---mn- d-------- d-------- v3spia--- l-s---na- n-s---na- l-s---mn- c-------- d-------- v3spia--- u--------,h
v3spie--- d-------- d-------- d-------- a-p---nn- a-p---nn- l-p---nn- n-p---nn- c-------- a-p---nnc u--------,h
l-p---nn- d-------- a-p---nn- p-p---ng- d-------- a-p---fg- n-p---ng- n-s---ma- v3spia--- u--------,h
r-------- a-s---md- d-------- n-s---nd- n-s---mn- a-s---mn- v3spia--- u-------- r-------- c-------- l-p---nd- a-p---ndc a-p---mn- u--------,h
c-------- d-------- v3pase--- v-pppamn- r-------- l-s---fa- n-s---fa- c-------- v3pasm--- l-s---ma- n-s---ma- u-------- n-p---ma- d-------- l-s---ng- n-s---ng- c-------- l-s---fa- n-s---fa- a-s---fa- d-------- d-------- v3paia--- u-------- l-p---fa- c-------- n-p---fa- v-papamn- r-------- l-p---ma- n-p---ma- v3ppia--- r-------- l-p---ma- n-p---ma- u--------,h
r-------- l-s---ma- n-s---ma- d-------- d-------- d-------- a-p---nn- d-------- v3spia--- v--pna--- a-s---md- n-s---md- r-------- n-s---ng- l-s---mg- n-s---mg- u--------,h
r-------- d-------- p-p---na- d-------- d-------- r-------- n-p---ng- v3ppie--- l-p---na- n-p---na- c-------- r-------- n-p---fg- u--------,h
c-------- d-------- l-p---ma- n-p---ma- v-pppamn- v3pase--- d-------- r-------- l-p---ma- n-p---ma- u-------- a-p---na- n-s---md- l-s---md- a-s---md- v3ppie--- n-p---na- u--------,h
l-p---nn- d-------- d-------- n-p---nn- p-p---md- v3spia--- p-p---nn- u--------,h
n-s---fd- d-------- a-s---fd- v3ppie--- u-------- n-s---md- a-s----d- a-s---md- u-------- c-------- r-------- p-s---ma- a-s---ma- a-s---ma- n-s---ma- v3spia--- c-------- n-s---nn- a-s---ma- v-sppemn- u-------- n-p---na- v-sppamn- a-p---na- u-------- a-p---na- l-p---fd- a-p---fd- n-p---fd- u--------,h
v-pppamn- d-------- l-p---fa- n-p---fa- n-p---fd- v3ppie--- u-------- v-prpemn- a-s---na- l-s---na- n-s---na- u--------,h
n-s---fa- d-------- a-s---mn- v3spia--- c-------- n-s---na- a-s---na- u--------,h
r-------- a-s---nd- d-------- n-s---nd- v3spia--- v-srpenn- d-------- n-s---nn- d-------- n-s---nn- d-------- n-s---nn- d-------- n-s---mn- c-------- a-s---nn- p-s---nn- u--------,h
r-------- d-------- n-s---ng- d-------- p-p---md- n-s---mn- v3spia--- v--pna--- n-s---nn- u--------,h
p-s---fn- d-------- d-------- p-p---md- n-s---fn- r-------- l-s---na- n-s---na- v3spia--- u--------,h
n-p---mn- d-------- p-p---nd- d-------- v3pria--- u-------- l-s---mn- d-------- a-s---mns p-s---mn- r-------- n-s---fa- l-s---fa- a-s---fa- u-------- p-s---md- d-------- n-p---mg- n-p---ma- v1spie--- v--pne--- u--------,h
r-------- n-p---fa- a-p---fa- d-------- l-s---ng- n-s---ng- a-s---ng- v3siie--- p-p---na- u--------,h
c-------- d-------- l-p---fn- n-p---fn- v3paom--- n-p---mg- a-p---fn- u-------- p-p---fa- c-------- v3paoa--- a-p---fa- u-------- r-------- a-s---na- n-s---na- v3piia--- a-p---ma- u-------- r-------- d-------- p-p---fa- v3siie--- n-s---mn- n-p---mg- u-------- v-sppamn- c-------- r-------- a-s---fa- a-s---fa- n-s---mn- v3siia--- u-------- a-p---na- d-------- l-s---fa- a-s---fas r-------- a-p---fg- u--------,h
d-------- d-------- u-------- c-------- p-s---fn- v-sapafn- a-s---na- n-s---na- v3saop--- u-------- p-s---fa- d-------- v3siia--- p-s---fn- r-------- p-s---fa- v3siia--- a-s---fns u--------,h
v3piie--- d-------- r-------- n-s---fd- u--------,h
a-p---mn- d-------- d-------- v1siia--- a-p---mn- l-p---mg- n-p---mg- a-p---mn- u-------- v-pppamn- p-p---ma- v3piie--- l-p---fa- v-pppafa- u--------,h
a-p---mn- d-------- l-s---mg- n-s---mg- v3siia--- a-p---mn- u-------- p-p---mn- d-------- n-s---ng- d-------- p-s---na- v3piie--- a-s---ng- u-------- l-p---mn- c-------- d-------- n-p---na- d-------- c-------- a-p---mac n-p---fa- v3piia--- u--------,h
c-------- d-------- d-------- v3saoa--- l-s---mn- n-s---mn- v-sppamn- l-p---fa- a-p---fas l-p---mg- n-p---fg- v3siia--- d-------- l-s---fa- a-s---fas u-------- c-------- c-------- p-s---mn- p-p---fg- a-s---fn- v3siia--- u-------- d-------- p-s---fa- d-------- v3siia--- u-------- p-s---mn- v3spoa--- a-s---na- n-s---na- v-sapamn- v--pna--- p-s---fd- u-------- r-------- p-s---na- l-s---md- l-s---na- a-s---na- v-sppemd- v3siie--- u--------,h
l-s---nn- d-------- d-------- n-s---nn- v3siie--- r-------- l-p---fg- a-p---fg- n-p---fg- c-------- d-------- l-p---fn- a-p---mn- l-p---fa- a-s---fg- c-------- a-p---fa- v3piia--- u--------,h
v--ana--- d-------- l-s---fa- p-s---mg- n-s---fa- p-s---md- v3spoe--- a-s---mn- d-------- v3siia--- u-------- c-------- r-------- n-s---mg- v--pne--- l-s---fa- n-s---fa- v-sppema- u-------- c-------- a-p---fa- v3siia--- v-sapa-a- d-------- d-------- v--fna--- p-s---fd- u-------- d-------- v--pne--- u--------,h
c-------- d-------- d-------- v3ppoe--- u-------- v--pna--- l-s---na- n-s---na- v3siie--- n-s---mn- u--------,h
v1siia--- d-------- d-------- r-------- p-s---fg- v-papann- n-s---fg- l-s---ma- v-sppema- v--pne--- u--------,h
l-s---mn- d-------- d-------- a-s---mn- n-s---mn- a-s---mn- p-p---md- v3siia--- u-------- d-------- c-------- d-------- d-------- v3spia--- v-sppamn- u-------- a-s---na- c-------- p-s---na- v3pria--- d-------- v--anm--- c-------- d-------- v3ppoa--- p-p---fa- c-------- r-------- a-s---fa- n-s---fa- v3ppse--- u--------,h
c-------- d-------- v-papamn- v3paip--- c-------- v3paip--- u-------- a-s---mn- p-s---mn- l-s---mg- n-s---mg- n-s---mg- v-sppamn- v3spia--- l-p---na- a-p---na- n-p---na- u--------,h
a-s---mn- d-------- n-s---fd- a-s---mn- a-s---mn- p-p---md- n-s---mn- v2srma--- u--------,h
l-p---ma- v-pppama- r-------- l-s---fa- n-s---fa- v3ppia--- u--------,h
d-------- d-------- d-------- v3ppse--- n-p---md- u--------,h
v-pppamn- d-------- r-------- l-s---ma- v-sppama- v3ppia--- r-------- l-s---fg- n-s---fg- u-------- c-------- p-s---mn- d-------- p-s---mn- p-s---na- v3saia--- a-s---na- d-------- v3spsa--- l-s---mn- v-sppamn- c-------- p-s---ma- v3saia--- v-sapama- u-------- p-p---na- v-pppamn- v3ppia--- c-------- v3ppia--- p-p---na- p-s---mn- v-sapamn- v3saia--- a-s---fa- n-s---fa- c-------- p-s---ma- v3saia--- v-sapama- u--------,h
n-s---fd- d-------- v--ana--- l-s---ma- v-sppama- d-------- p-p---md- v3spia--- u-------- c-------- d-------- v3spse--- a-s---fa- n-s---fa- v3spia--- u--------,h
n-p---fn- d-------- p-p---md- r-------- n-s---nd- u-------- n-p---mn- c-------- a-p---mn- l-p---md- r-------- n-s---md- u--------,h
c-------- d-------- d-------- v3sasp--- n-s---fd- l-s---fd- p-s---mg- n-s---mn- a-s---mn- u-------- r-------- n-s---na- v-sppena- v3spia--- u-------- d-------- d-------- l-s---fn- n-s---fn- p-s---na- a-s---na- v3spia--- u-------- n-s---mg- c-------- v-sapmmg- v3ppip--- d-------- a-p---mn- u--------,h
n-s---ng- d-------- p-s---ng- v3pfim--- c-------- d-------- v3pasm--- u--------,h
a-p---nn- d-------- p-p---na- d-------- n-p---mn- v3ppia--- u--------,h
l-s---mn- d-------- d-------- a-s---mn- l-p---mg- n-p---mg- v3spia--- l-p---md- n-p---md- p-s---mn- u--------,h
v3siia--- a-s---fa- n-s---fa- a-s---fa- v-sppefa- r-------- n-s---na- n-s---fg- d-------- r-------- l-s---fd- n-s---fd- v--anp--- n-s---md- a-s---md- u--------,h
a-p---fn- d-------- d-------- d-------- v-pppefn- v--pne--- l-p---fd- p-p---fd- u-------- c-------- n-s---md- v-pppafn- u-------- r-------- n-p---ng- r-------- n-p---fd- v-papafn- r-------- l-s---na- n-s---na- v3pria--- u--------,h
n-s---fn- d-------- p-p---fd- d-------- v3spie--- a-s---fn- u--------,h
l-p---fn- d-------- a-p---fn- v3ppia--- d-------- u--------,h
r-------- n-s---nd- n-s---fg- v3prie--- n-s---ma- r-------- l-p---fd- n-p---fd- v-pppafn- n-s---mg- a-p---fn- n-p---fn- u--------,h
l-p---fn- d-------- d-------- v3ppie--- u-------- l-p---fn- c-------- v3ppie--- u--------,h
a-p---mn- d-------- n-p---fn- a-s---ma- n-s---ma- n-p---mg- v3ppia--- r-------- l-p---fg- n-p---fg- u-------- r-------- p-p---mg- l-p---mn- n-p---mn- v-pppamn- v3ppie--- u--------,h
d-------- c-------- v3spse--- n-s---fn- u-------- d-------- a-s---na- v3spie--- r-------- l-p---na- n-d---fn- c-------- p-s---mn- p-s---fd- a-p---mg- n-s---na- v-sapamn- r-------- l-p---na- n-p---na- v3sasp--- r-------- l-s---ng- n-s---ng- u--------,h
v-sapama- d-------- v3siia--- v--ana--- p-s---na- u--------,h
v1spia--- p-s---fd- l-s---fa- n-s---ma- n-s---fn- u--------,h
n-s---fn- d-------- v3ppia--- l-s---fa- n-s---fa- n-p---mn- u--------,h
l-s---nn- d-------- n-s---nn- n-s---na- v3spia--- a-s---nn- d-------- u--------,h
d-------- d-------- d-------- v3sasm--- u--------,h
d-------- d-------- p-s---fd- n-p---fa- v3spia--- u--------,h
v3spie--- d-------- a-s---nn- a-s---nn- l-s---nn- n-s---nn- u--------,h
l-s---md- d-------- a-s---md- v-sapamd- v3spie--- c-------- v3spia--- p-s---ma- u--------,h
c-------- d-------- v3sasp--- u-------- v-sapmfn- l-s---fd- n-s---fd- v3spie--- r-------- l-p---na- n-d---fn- u-------- c-------- r-------- p-s---ng- d-------- d-------- a-s---na- p-s---na- p-s---fd- v2sfia--- c-------- p-s---fa- v2sfim--- u--------,h
a-p---fn- d-------- d-------- n-s---ng- d-------- v-prpefn- v3ppia--- c-------- n-s---ng- u-------- a-s---na- v3ppie--- u-------- a-p---fn- c-------- a-p---mn- p-p---mg- v3ppia--- u-------- n-s---ma- a-s---ma- v3ppia--- d-------- v-pppefn- l-s---ma- n-s---ma- v--ana--- u--------,h
d-------- d-------- a-p---na- c-------- a-p---na- a-p---fn- n-s---ma- v3ppia--- u--------,h
d-------- d-------- d-------- l-s---fg- n-s---fg- v3spia--- a-s---mn- p-s---md- n-s---mn- u--------,h
n-p---mn- d-------- d-------- l-p---md- n-p---md- a-p---mn- v3pria--- u--------,h
v3ppia--- d-------- p-p---mg- n-p---fn- m-------- p-p---fn- p-s---na- a-s---na- v3ppie--- c-------- d-------- n-p---ma- a-s---na- u-------- l-p---ma- c-------- d-------- v-papamn- v3pasa--- r-------- n-s---ma- u-------- v3ppia--- p-p---na- u--------,h
v3ppia--- r-------- n-s---ma- c-------- v-papamn- n-p---nd- v3ppia--- r-------- n-s---fg- u-------- c-------- p-s---mn- d-------- d-------- v3spse--- p-p---mg- d-------- n-s---fa- v-sapmmn- v3spia--- u-------- l-s---mn- c-------- n-s---mg- n-s---ma- v-sapamn- u--------,h
c-------- d-------- l-s---md- n-s---md- d-------- a-s---nn- l-s---nn- n-s---nn- v3slie--- u-------- v3saia--- n-p---ma- r-------- p-s---md- v--anm--- u--------,h
l-s---nn- d-------- n-s---nn- a-s---nn- d-------- a-s---nn- v3spie--- v--pna--- c-------- a-s---nn- u-------- v-srpema- d-------- r-------- n-s---fa- d-------- c-------- n-s---mg- n-p---fa- u-------- d-------- l-s---mg- n-s---mg- n-s---mg- u-------- a-s---na- c-------- n-p---mg- n-p---mg- u--------,h
v3ppia--- d-------- p-p---mn- d-------- a-s---na- v3ppia--- a-s---na- l-s---na- n-s---na- v--pna--- u--------,h
l-s---mn- d-------- n-p---ma- v3spie--- d-------- a-s---mnc c-------- a-s---mnc v--pna--- l-s---mg- n-s---fg- u--------,h
n-p---fa- d-------- r-------- p-s---md- n-s---fd- n-p---na- a-p---fa- a-p---fa- v3ppia--- v--pna--- u-------- r-------- c-------- p-p---fd- n-p---ma- p-p---mn- v3ppie--- d-------- n-p---fa- l-s---na- n-s---na- v-pppamn- a-p---fa- u--------,h
n-p---ma- d-------- r-------- n-p---ng- v-prpema- p-p---md- r-------- n-s---fa- v--pne--- a-p---ma- u-------- c-------- p-p---ma- v--pne--- l-s---fa- a-s---fa- u--------,h
